ticket_nro,fecha_hora,dni_cliente,sucursal,empleado_id,metodo_pago_id,canal_venta,total_venta,campania_id
354,2025-05-20 07:24:00,32205074,Norte,6,4,Presencial,111893.47,1
355,2025-01-29 15:07:00,10027242,Shopping,7,1,Presencial,228284.18,
356,2025-07-16 17:46:00,14755156,Norte,4,3,Presencial,134148.11,
357,2024-11-28 00:30:00,28567695,Norte,4,3,Presencial,34182.8,
358,2025-05-01 23:29:00,16744926,Centro,2,2,Presencial,78062.24,
359,2025-10-02 02:02:00,43502842,Tienda Online,9,3,Web,65417.32000000001,
360,2024-07-16 00:43:00,13463607,Tienda Online,10,3,Web,28716.74,
361,2025-07-26 10:03:00,37011889,Centro,1,4,Presencial,95006.52,
362,2024-10-29 08:59:00,19104260,Shopping,7,3,Presencial,75544.46,
363,2024-09-01 10:56:00,30028290,Tienda Online,9,5,Web,168688.74000000002,
364,2024-03-09 01:29:00,13950951,Tienda Online,9,2,Web,33144.89,
365,2024-02-02 19:29:00,34929174,Tienda Online,10,4,Web,41361.66,
366,2024-03-13 00:26:00,23663184,Tienda Online,9,4,Web,134486.59,
367,2024-03-13 10:22:00,32828789,Tienda Online,9,2,Web,41361.66,
368,2024-07-13 06:35:00,41561757,Tienda Online,9,5,Web,151848.6,
369,2024-06-19 06:09:00,16065254,Centro,1,5,Presencial,112292.55,
370,2025-03-16 11:02:00,28289000,Centro,1,2,Presencial,167190.45,4
371,2024-10-09 18:53:00,19446043,Shopping,7,5,Presencial,32677.97,
372,2024-06-08 04:43:00,28567695,Tienda Online,9,3,Web,73682.22,
373,2025-08-05 07:25:00,34546748,Tienda Online,10,1,Web,61037.3,
374,2024-11-03 01:16:00,27808512,Centro,1,4,Presencial,90892.58,
375,2025-09-08 00:23:00,42859207,Shopping,7,4,Presencial,103668.85,
376,2025-11-20 13:24:00,12701677,Centro,2,5,Presencial,111656.29,4
377,2024-07-21 16:39:00,41690133,Shopping,7,5,Presencial,61889.79,
378,2025-08-12 03:03:00,23499019,Norte,4,4,Presencial,137025.31,
379,2025-09-23 15:05:00,30854088,Centro,2,2,Presencial,76063.44,
380,2024-01-15 11:43:00,13950951,Centro,1,3,Presencial,55016.33,
381,2024-09-21 18:43:00,24697145,Tienda Online,9,5,Web,36700.58,
382,2025-11-10 17:58:00,20915531,Norte,4,3,Presencial,237926.82,4
383,2025-09-03 18:08:00,10217789,Norte,5,2,Presencial,32677.97,
384,2024-12-07 16:43:00,14041987,Shopping,7,2,Presencial,90963.94,
385,2025-01-31 01:00:00,36562073,Norte,6,3,Presencial,106079.13,
386,2025-09-19 21:21:00,25755164,Shopping,7,2,Presencial,170884.54,
387,2025-06-20 04:36:00,35433541,Tienda Online,9,2,Web,76420.85,
388,2024-11-22 14:07:00,21756850,Shopping,7,3,Presencial,65465.45,
389,2025-09-18 21:03:00,37271524,Centro,2,5,Presencial,61394.71000000001,
390,2025-04-25 22:10:00,23309686,Tienda Online,10,2,Web,120060.89,
391,2025-09-23 16:43:00,25755164,Tienda Online,9,3,Web,132092.66999999998,
392,2024-02-13 08:23:00,12675011,Shopping,7,5,Presencial,195173.13,
393,2025-04-17 05:40:00,40450329,Tienda Online,9,3,Web,167087.61000000002,
394,2025-04-10 03:04:00,23222803,Tienda Online,9,3,Web,32677.97,
395,2025-01-06 02:54:00,29687578,Tienda Online,9,4,Web,128210.34,
396,2024-06-15 04:56:00,22755970,Norte,5,1,Presencial,148867.26,
397,2025-05-24 17:01:00,17779366,Tienda Online,10,1,Web,62540.119999999995,
398,2024-01-07 08:21:00,12409147,Tienda Online,9,3,Web,21871.44,
399,2025-10-30 11:54:00,25293994,Tienda Online,10,2,Web,119242.66,
400,2025-09-17 22:33:00,30096828,Shopping,7,5,Presencial,116824.49,
401,2024-12-03 17:59:00,12675011,Centro,2,5,Presencial,28716.74,
402,2025-10-06 18:03:00,32828789,Tienda Online,10,4,Web,139971.99,
403,2024-10-24 06:36:00,17471301,Shopping,7,1,Presencial,94134.06,
404,2024-12-24 19:07:00,25333944,Centro,1,2,Presencial,100791.65,
405,2024-04-26 23:24:00,31625779,Shopping,7,3,Presencial,98874.04000000001,
406,2025-05-05 16:11:00,24059778,Shopping,7,2,Presencial,164851.99,
407,2024-11-19 18:57:00,36669833,Shopping,7,1,Presencial,181902.64,
408,2025-10-03 18:14:00,27808512,Norte,4,2,Presencial,157193.99,
409,2024-07-25 03:09:00,24697145,Norte,5,5,Presencial,66348.70999999999,
410,2025-06-20 10:35:00,24867952,Centro,2,3,Presencial,65822.86,
411,2024-11-14 01:30:00,24867952,Centro,2,1,Presencial,144893.95,
412,2025-06-29 10:53:00,18723624,Tienda Online,10,4,Web,102188.98000000001,
413,2025-07-27 17:32:00,18439645,Shopping,7,2,Presencial,118927.92,
414,2025-09-19 11:33:00,14041987,Centro,1,4,Presencial,21008.36,
415,2024-07-02 20:20:00,36669833,Norte,4,5,Presencial,203374.0,
416,2025-04-21 16:03:00,26654221,Shopping,7,2,Presencial,101563.31999999999,
417,2024-12-25 16:20:00,42528458,Norte,5,2,Presencial,172497.33000000002,
418,2025-04-17 13:40:00,38902901,Centro,2,4,Presencial,140235.7,
419,2024-03-20 19:35:00,26871415,Norte,6,1,Presencial,134999.74,
420,2025-10-22 22:32:00,40793026,Centro,2,1,Presencial,63233.100000000006,
421,2025-08-14 15:15:00,14868286,Tienda Online,10,2,Web,148393.54,
422,2024-12-18 03:02:00,17792713,Tienda Online,10,1,Web,98874.04000000001,
423,2024-01-02 00:00:00,38902901,Norte,4,3,Presencial,73401.16,
424,2025-01-26 13:51:00,32199028,Shopping,7,4,Presencial,147364.44,
425,2025-11-17 04:17:00,11411585,Centro,2,1,Presencial,184681.97999999998,4
426,2025-04-05 13:07:00,20226206,Shopping,7,2,Presencial,188163.98,
427,2024-05-25 17:58:00,25636276,Centro,2,3,Presencial,61037.3,
428,2025-08-16 10:39:00,41690133,Tienda Online,9,1,Web,135495.72,
429,2024-02-06 23:43:00,16065254,Tienda Online,10,3,Web,28716.74,
430,2024-06-22 19:33:00,39176602,Tienda Online,9,3,Web,98795.14000000001,
431,2025-09-22 09:35:00,32292589,Centro,2,3,Presencial,148740.6,
432,2025-02-26 13:04:00,14695862,Tienda Online,9,4,Web,63392.61,
433,2024-09-27 03:57:00,41410296,Norte,6,2,Presencial,123103.70000000001,
434,2024-01-13 09:51:00,25145607,Tienda Online,9,4,Web,28716.74,
435,2025-03-18 20:50:00,24580721,Norte,4,3,Presencial,101751.24,
436,2025-11-24 23:33:00,10990382,Shopping,7,3,Presencial,34182.8,
437,2025-04-01 11:59:00,32292589,Centro,2,3,Presencial,152322.94,
438,2025-04-23 22:32:00,30028290,Tienda Online,10,4,Web,200344.18,
439,2024-09-28 06:04:00,42859207,Centro,1,1,Presencial,55016.33,
440,2025-03-17 07:27:00,17728908,Tienda Online,10,1,Web,34182.8,
441,2024-09-13 15:13:00,24449461,Shopping,7,4,Presencial,33144.89,
442,2024-06-04 23:53:00,22755970,Shopping,7,4,Presencial,123936.84000000001,
443,2025-07-02 12:15:00,38531078,Shopping,7,3,Presencial,78773.32,
444,2025-11-07 06:31:00,17740453,Tienda Online,10,4,Web,130134.13,4
445,2025-04-05 00:33:00,24059778,Shopping,7,3,Presencial,138392.6,
446,2025-05-15 22:19:00,32833825,Tienda Online,9,4,Web,66708.13,
447,2024-02-21 10:29:00,20256869,Tienda Online,9,4,Web,32320.56,
448,2025-09-22 07:31:00,27632290,Shopping,7,2,Presencial,120335.94,
449,2024-12-09 02:09:00,36200760,Norte,4,3,Presencial,134354.89,
450,2025-10-09 20:54:00,28610049,Norte,4,2,Presencial,22218.82,
451,2025-03-02 23:40:00,32132749,Shopping,7,2,Presencial,176490.72000000003,
452,2024-04-30 18:05:00,27675739,Shopping,7,5,Presencial,130201.37,
453,2024-06-12 22:52:00,11730076,Norte,6,1,Presencial,65670.22,
454,2025-04-09 01:28:00,25442738,Tienda Online,9,1,Web,61394.71000000001,
455,2025-08-29 19:47:00,29044583,Shopping,7,4,Presencial,64641.12,
456,2025-02-26 06:49:00,33811900,Shopping,7,2,Presencial,33144.89,
457,2024-08-09 20:48:00,29812600,Centro,1,2,Presencial,66968.26999999999,
458,2024-05-10 01:05:00,35909306,Centro,2,5,Presencial,133311.5,
459,2025-05-15 07:23:00,27785377,Tienda Online,10,4,Web,32525.33,
460,2024-09-09 08:27:00,16244704,Shopping,7,4,Presencial,160628.17,
461,2024-04-10 15:26:00,30549138,Centro,1,2,Presencial,63233.100000000006,
462,2024-04-02 00:32:00,26127866,Norte,5,3,Presencial,193126.77000000002,
463,2024-03-13 13:08:00,34552283,Norte,6,3,Presencial,106207.55,
464,2024-02-26 17:34:00,17728908,Tienda Online,9,3,Web,127538.65,
465,2024-07-28 04:43:00,30390056,Shopping,7,2,Presencial,170170.2,
466,2025-04-08 16:35:00,37403776,Tienda Online,10,5,Web,171768.26,
467,2024-10-22 02:37:00,10990382,Shopping,7,2,Presencial,164698.91,
468,2024-05-15 16:10:00,30196404,Shopping,7,4,Presencial,104754.27,
469,2025-10-23 11:08:00,33811900,Tienda Online,10,5,Web,189947.86000000002,
470,2024-02-18 05:03:00,24800101,Centro,2,3,Presencial,168144.63,
471,2024-11-20 19:36:00,41996735,Centro,2,4,Presencial,245764.76,
472,2024-01-26 13:48:00,28086578,Tienda Online,10,2,Web,133416.26,
473,2024-12-05 22:05:00,41366021,Tienda Online,9,4,Web,202019.05,
474,2024-01-26 13:42:00,36669833,Centro,1,2,Presencial,28716.74,
475,2025-08-20 17:58:00,23663184,Centro,1,3,Presencial,28716.74,
476,2025-05-17 10:50:00,42745601,Centro,1,5,Presencial,127590.78,
477,2025-04-01 19:08:00,15285296,Tienda Online,10,2,Web,116191.99,
478,2025-08-27 12:49:00,27675739,Norte,6,1,Presencial,66289.78,
479,2024-05-20 06:48:00,42659965,Norte,4,4,Presencial,150663.40000000002,
480,2025-04-28 04:14:00,36669833,Norte,5,3,Presencial,66860.77,
481,2025-05-07 19:18:00,22425195,Tienda Online,10,3,Web,33823.38,
482,2025-08-12 00:35:00,32292589,Centro,1,2,Presencial,123775.32,
483,2024-10-25 18:04:00,18439645,Shopping,7,5,Presencial,28716.74,
484,2025-07-10 11:00:00,32494103,Shopping,7,3,Presencial,33144.89,
485,2024-01-14 04:40:00,13463607,Norte,6,3,Presencial,76887.76999999999,
486,2025-07-26 20:56:00,34089341,Tienda Online,9,5,Web,160637.42,
487,2024-05-22 15:05:00,12910178,Norte,4,5,Presencial,88277.62,
488,2024-03-20 00:38:00,34041232,Tienda Online,9,4,Web,55016.33,
489,2025-04-25 04:03:00,22755970,Shopping,7,1,Presencial,28716.74,
490,2025-08-24 06:49:00,12667017,Centro,1,3,Presencial,165063.56,
491,2025-06-25 07:24:00,18293899,Tienda Online,9,2,Web,233119.88,
492,2024-04-19 06:10:00,17318490,Tienda Online,10,3,Web,55016.33,
493,2024-11-17 04:13:00,35314138,Norte,6,1,Presencial,93715.27,
494,2025-04-12 20:29:00,28427922,Norte,6,4,Presencial,125883.19,
495,2025-11-05 23:05:00,17687437,Norte,5,1,Presencial,161130.49,
496,2025-08-18 20:15:00,22960720,Shopping,7,4,Presencial,132618.52000000002,
497,2024-05-17 01:00:00,30028290,Tienda Online,10,1,Web,33823.38,
498,2024-06-05 10:20:00,27826293,Centro,1,5,Presencial,137046.66999999998,
499,2024-02-02 14:41:00,35059825,Norte,6,4,Presencial,127064.93000000001,
500,2025-03-17 04:35:00,32205074,Centro,1,4,Presencial,164704.98,4
501,2024-05-11 12:30:00,31625779,Shopping,7,5,Presencial,165440.08000000002,
502,2024-04-27 11:31:00,36200760,Centro,1,1,Presencial,165704.48,
503,2025-02-03 11:00:00,19179099,Tienda Online,9,1,Web,66968.26999999999,
504,2024-12-13 05:41:00,14265307,Norte,4,3,Presencial,128210.34,
505,2025-08-10 13:43:00,38250184,Tienda Online,9,2,Web,173328.46,
506,2024-11-05 17:13:00,17686170,Tienda Online,10,4,Web,65417.32000000001,
507,2025-11-18 18:41:00,36913358,Tienda Online,9,1,Web,158266.35,4
508,2024-11-03 14:51:00,17019579,Tienda Online,9,3,Web,70523.95999999999,
509,2024-09-19 23:26:00,26431104,Centro,2,4,Presencial,33823.38,
510,2024-11-13 15:50:00,30096828,Tienda Online,10,5,Web,21871.44,
511,2024-05-19 00:59:00,17507729,Tienda Online,9,3,Web,32344.89,
512,2024-11-17 20:32:00,26594901,Tienda Online,10,1,Web,98967.75,
513,2024-08-29 03:49:00,18293899,Shopping,7,1,Presencial,134719.52000000002,
514,2024-08-29 14:26:00,30196404,Centro,1,2,Presencial,126454.62000000001,
515,2025-03-09 16:12:00,39766964,Tienda Online,9,2,Web,109727.26000000001,
516,2024-02-25 23:34:00,27244970,Norte,6,2,Presencial,87288.76000000001,
517,2025-02-06 08:43:00,11310767,Tienda Online,9,1,Web,115229.3,
518,2025-10-21 13:52:00,27593354,Centro,1,1,Presencial,166644.06,
519,2024-12-26 14:21:00,11433274,Tienda Online,10,5,Web,33144.89,
520,2025-10-18 06:16:00,22588451,Tienda Online,9,4,Web,29569.23,
521,2025-08-12 02:48:00,38396306,Shopping,7,2,Presencial,161621.31,
522,2025-01-11 06:12:00,16884540,Tienda Online,9,4,Web,68365.6,
523,2025-10-24 20:53:00,17779366,Tienda Online,10,2,Web,67646.76,
524,2025-09-24 14:38:00,36873895,Norte,4,3,Presencial,160718.08000000002,
525,2024-10-16 23:06:00,22960720,Centro,2,4,Presencial,148586.2,
526,2025-10-24 15:38:00,17687437,Norte,5,1,Presencial,133316.97999999998,
527,2024-12-06 08:00:00,28981002,Tienda Online,9,3,Web,33823.38,
528,2025-01-25 10:19:00,18494838,Shopping,7,3,Presencial,150729.5,
529,2024-05-25 08:53:00,42789774,Centro,1,3,Presencial,147773.98,
530,2024-06-17 10:46:00,39766964,Shopping,7,2,Presencial,33823.38,
531,2024-08-23 06:15:00,31169695,Shopping,7,4,Presencial,208606.51,
532,2025-05-19 03:50:00,11433274,Centro,2,2,Presencial,100791.65,
533,2024-01-05 17:57:00,18818897,Centro,2,2,Presencial,173116.89,
534,2025-08-27 03:37:00,38870188,Centro,1,3,Presencial,140747.76,
535,2025-04-08 11:05:00,36674654,Centro,1,2,Presencial,83021.64,
536,2025-02-01 13:44:00,42520755,Norte,6,2,Presencial,95685.01000000001,
537,2024-07-23 16:42:00,12645604,Shopping,7,4,Presencial,29569.23,
538,2025-09-20 06:21:00,21260138,Shopping,7,4,Presencial,123577.42,
539,2025-12-01 10:15:00,30279639,Norte,5,2,Presencial,28716.74,
540,2024-02-16 17:31:00,15285296,Centro,1,5,Presencial,169134.3,
541,2024-07-05 13:24:00,10770478,Shopping,7,1,Presencial,107651.44,
542,2024-07-10 07:12:00,23222803,Tienda Online,10,1,Web,29569.23,
543,2024-01-06 13:28:00,33776507,Norte,6,1,Presencial,165084.92,
544,2025-11-20 23:33:00,28349234,Tienda Online,9,4,Web,51320.53,3
545,2025-10-26 04:57:00,17614246,Shopping,7,2,Presencial,41361.66,
546,2024-05-31 16:10:00,28427922,Centro,1,1,Presencial,134329.06,
547,2025-09-02 18:55:00,44321020,Norte,5,1,Presencial,164575.04,
548,2024-06-14 09:49:00,22588451,Norte,4,2,Presencial,250704.10000000003,
549,2025-11-20 22:16:00,29285678,Tienda Online,9,3,Web,186887.39,4
550,2024-09-24 12:11:00,39651079,Tienda Online,9,2,Web,41361.66,
551,2025-09-24 07:44:00,23499019,Norte,6,5,Presencial,87694.3,
552,2025-03-24 15:36:00,41720415,Tienda Online,9,1,Web,151392.45,4
553,2024-05-21 04:11:00,23771113,Norte,4,2,Presencial,65465.45,
554,2025-02-28 12:18:00,38127120,Shopping,7,2,Presencial,115043.88,
555,2025-04-14 17:37:00,23771113,Tienda Online,10,3,Web,61394.71000000001,
556,2024-06-17 14:48:00,10038379,Tienda Online,9,4,Web,251302.55000000002,
557,2024-01-09 09:32:00,28981002,Tienda Online,10,5,Web,119295.11,
558,2025-10-26 13:48:00,21787005,Tienda Online,9,2,Web,28716.74,
559,2024-05-09 17:45:00,13659179,Shopping,7,3,Presencial,172296.91999999998,
560,2024-02-18 22:13:00,36775919,Shopping,7,4,Presencial,214683.32,
561,2025-11-12 18:12:00,34651431,Norte,6,5,Presencial,146085.53,4
562,2025-05-02 07:19:00,13659179,Shopping,7,1,Presencial,254998.52000000002,
563,2025-05-16 14:13:00,38133707,Norte,5,2,Presencial,180757.23,
564,2024-06-09 19:04:00,30196404,Tienda Online,10,1,Web,32320.56,
565,2024-10-23 01:22:00,10934065,Norte,6,2,Presencial,94860.68,
566,2024-11-08 09:40:00,44032415,Tienda Online,10,2,Web,32320.56,
567,2024-03-10 01:31:00,18123867,Shopping,7,4,Presencial,83733.07,
568,2025-04-05 22:46:00,35526737,Tienda Online,10,2,Web,33144.89,
569,2025-01-31 07:56:00,18494838,Shopping,7,3,Presencial,93562.63,
570,2024-11-12 19:09:00,41996735,Shopping,7,5,Presencial,162985.49,
571,2024-07-29 08:22:00,17157379,Tienda Online,10,1,Web,113487.72,
572,2024-09-20 03:06:00,14090793,Norte,4,1,Presencial,55694.81999999999,
573,2025-02-21 23:09:00,10524999,Tienda Online,10,1,Web,68006.18,
574,2024-11-23 04:51:00,21756850,Centro,2,3,Presencial,62540.119999999995,
575,2025-06-04 17:13:00,24627352,Norte,6,1,Presencial,210621.39,
576,2025-07-22 22:14:00,11730076,Norte,6,2,Presencial,33144.89,
577,2024-05-25 12:44:00,26871415,Tienda Online,10,2,Web,196869.18000000002,
578,2024-02-16 05:30:00,14265307,Norte,4,5,Presencial,116732.12,
579,2024-11-21 23:16:00,15745388,Tienda Online,10,3,Web,148586.2,
580,2024-12-02 00:32:00,12667017,Tienda Online,9,1,Web,33144.89,
581,2025-07-23 23:46:00,26819279,Tienda Online,9,4,Web,33144.89,
582,2025-11-18 15:11:00,41690133,Norte,5,1,Presencial,104706.76000000001,
583,2024-01-21 09:35:00,14265307,Shopping,7,3,Presencial,109008.42,
584,2025-05-19 20:41:00,32384600,Shopping,7,1,Presencial,36700.58,
585,2025-05-20 05:49:00,18792148,Tienda Online,9,2,Web,15310.01,1
586,2025-06-19 09:21:00,30090967,Tienda Online,10,1,Web,159337.36000000002,
587,2025-11-27 17:41:00,30873468,Centro,2,4,Presencial,82723.32,
588,2024-11-19 00:10:00,25086706,Shopping,7,2,Presencial,98500.83,
589,2024-07-20 05:36:00,25145607,Shopping,7,3,Presencial,32525.33,
590,2024-01-25 20:13:00,34929174,Tienda Online,9,3,Web,29569.23,
591,2024-12-14 01:51:00,32899636,Tienda Online,9,5,Web,200637.64,
592,2024-03-07 04:21:00,16100827,Shopping,7,4,Presencial,21871.44,
593,2025-07-26 01:46:00,18363463,Shopping,7,4,Presencial,62899.54000000001,
594,2025-09-27 21:08:00,20256869,Tienda Online,9,3,Web,110730.17,
595,2025-03-31 06:20:00,22755970,Tienda Online,9,2,Web,66348.70999999999,
596,2025-07-08 04:58:00,42590824,Norte,6,4,Presencial,72393.23,
597,2025-10-17 06:52:00,18293899,Shopping,7,1,Presencial,154552.54,
598,2024-08-23 15:55:00,30196404,Norte,5,2,Presencial,129400.89,
599,2024-10-24 15:01:00,28731761,Tienda Online,10,5,Web,34182.8,
600,2024-10-17 05:56:00,30196404,Tienda Online,10,3,Web,202156.30000000002,
601,2024-04-23 11:33:00,10524999,Norte,6,3,Presencial,95006.52,
602,2024-03-07 04:02:00,32770212,Tienda Online,9,2,Web,222027.63,
603,2024-12-01 08:26:00,41410296,Tienda Online,10,3,Web,69845.47,
604,2025-09-21 02:12:00,25863159,Shopping,7,5,Presencial,127278.95000000001,
605,2024-07-26 15:25:00,41854862,Norte,6,4,Presencial,173801.32,
606,2025-08-20 01:24:00,37274929,Tienda Online,10,5,Web,127664.52,
607,2024-08-27 09:03:00,18439645,Tienda Online,10,3,Web,160063.98,
608,2024-07-20 23:02:00,25145607,Shopping,7,3,Presencial,123723.26000000001,
609,2024-01-09 10:13:00,14887419,Tienda Online,10,3,Web,156868.15,
610,2025-02-11 07:46:00,22755970,Shopping,7,2,Presencial,137725.16,
611,2025-03-25 15:21:00,12409147,Shopping,7,1,Presencial,103223.29000000001,
612,2025-07-04 10:13:00,23048327,Centro,2,5,Presencial,101751.24,
613,2025-02-04 02:10:00,16065254,Centro,1,4,Presencial,168900.31,
614,2024-01-28 06:22:00,16194045,Tienda Online,10,1,Web,87288.76000000001,
615,2025-06-14 00:22:00,23707602,Tienda Online,10,3,Web,156567.09,5
616,2024-06-11 20:36:00,26871415,Shopping,7,3,Presencial,88220.15,
617,2024-09-09 17:56:00,30549138,Tienda Online,10,5,Web,123751.42,
618,2025-02-04 20:55:00,27715659,Shopping,7,4,Presencial,181904.65000000002,
619,2024-06-10 09:20:00,38127120,Centro,2,5,Presencial,167216.69,
620,2024-11-29 13:59:00,17614246,Shopping,7,2,Presencial,137173.16,
621,2024-07-18 13:32:00,40793026,Shopping,7,1,Presencial,94182.19,
622,2024-09-05 14:56:00,30301581,Tienda Online,9,4,Web,56054.240000000005,
623,2025-07-01 13:20:00,14598388,Tienda Online,9,1,Web,83201.47,
624,2024-04-15 13:19:00,16744926,Shopping,7,3,Presencial,28716.74,
625,2024-09-12 12:47:00,23048327,Norte,4,2,Presencial,41361.66,
626,2025-11-27 22:50:00,31169695,Tienda Online,9,2,Web,75185.04000000001,
627,2025-10-01 07:04:00,35526737,Tienda Online,9,4,Web,68006.18,
628,2025-02-02 07:15:00,17019579,Norte,5,2,Presencial,187807.46,
629,2025-08-05 05:51:00,20371898,Shopping,7,1,Presencial,110101.74,
630,2025-11-13 16:27:00,38751707,Shopping,7,3,Presencial,115599.69,4
631,2024-03-02 04:41:00,35442729,Centro,1,4,Presencial,65822.86,
632,2024-12-02 04:34:00,32205074,Tienda Online,9,3,Web,160289.58,
633,2025-11-11 08:28:00,34546748,Tienda Online,10,2,Web,144560.15,4
634,2024-11-14 05:36:00,28696734,Shopping,7,2,Presencial,92109.35,
635,2025-01-03 13:35:00,22425195,Norte,5,2,Presencial,164433.2,
636,2024-11-03 20:18:00,32012128,Centro,1,2,Presencial,140602.36,
637,2025-04-25 06:40:00,12667017,Shopping,7,2,Presencial,178001.93,
638,2024-06-15 06:37:00,17728908,Tienda Online,10,3,Web,164910.92,
639,2025-01-05 21:32:00,25293994,Norte,5,2,Presencial,98874.04000000001,
640,2024-06-14 00:25:00,44068679,Tienda Online,10,1,Web,154305.16,
641,2024-09-15 23:36:00,34306027,Tienda Online,10,5,Web,182012.15,
642,2025-02-11 23:51:00,38120042,Tienda Online,10,1,Web,32677.97,
643,2025-03-03 17:55:00,39559360,Tienda Online,9,3,Web,39686.369999999995,4
644,2024-07-09 06:51:00,20256869,Tienda Online,9,2,Web,95859.01,
645,2024-10-27 02:55:00,25534107,Norte,4,1,Presencial,168011.84,
646,2025-06-18 00:14:00,35441229,Norte,6,5,Presencial,205026.91,
647,2024-04-12 00:06:00,20267062,Tienda Online,9,4,Web,21871.44,
648,2024-10-13 23:52:00,40632634,Shopping,7,3,Presencial,220934.39,
649,2025-03-30 07:58:00,24697145,Shopping,7,4,Presencial,198591.53000000003,
650,2025-09-13 06:39:00,23369226,Tienda Online,9,2,Web,70078.40000000001,
651,2025-07-15 15:56:00,20565131,Tienda Online,10,4,Web,190766.0,
652,2025-11-17 04:12:00,17614246,Tienda Online,10,2,Web,41361.66,
653,2025-09-07 02:12:00,25674110,Shopping,7,3,Presencial,181720.21,
654,2025-08-27 18:16:00,23707602,Tienda Online,10,4,Web,84585.56,
655,2025-04-16 10:47:00,14090793,Tienda Online,10,3,Web,124445.51000000001,
656,2024-08-08 16:53:00,20267062,Norte,4,4,Presencial,99179.32,
657,2024-07-02 16:38:00,28981002,Tienda Online,9,3,Web,28716.74,
658,2025-03-08 23:08:00,16123174,Tienda Online,10,3,Web,36700.58,
659,2024-07-18 23:55:00,29586497,Shopping,7,1,Presencial,93767.40000000001,
660,2024-05-28 07:09:00,24304543,Tienda Online,9,2,Web,97159.20999999999,
661,2024-07-02 01:47:00,30132463,Tienda Online,10,5,Web,66968.26999999999,
662,2024-09-03 13:32:00,21787005,Tienda Online,9,3,Web,162148.78999999998,
663,2025-10-09 22:17:00,30873468,Centro,2,3,Presencial,28716.74,
